AbsRel,LPIPS,PSNR,batch,config,run,s_per_gen,sharp,task,view
0.05823724716901779,0.17340628802776337,20.283607482910156,3,T1r,precise_6a_renoise,5.028730630874634,0.011294959113001823,apple,left
0.07818616926670074,0.18362198770046234,22.473121643066406,3,T1r,precise_6a_renoise,5.028730630874634,0.007824151776731014,apple,right
0.06348168104887009,0.12306518852710724,20.48323631286621,4,T1r,precise_6a_renoise,5.028730630874634,0.0131039684638381,apple,left
0.098603256046772,0.1538955271244049,21.74675750732422,4,T1r,precise_6a_renoise,5.028730630874634,0.009851425886154175,apple,right
0.06181301549077034,0.13525252044200897,23.325401306152344,5,T1r,precise_6a_renoise,5.028730630874634,0.008736510761082172,apple,left
0.3240426182746887,0.11682786047458649,24.48125457763672,5,T1r,precise_6a_renoise,5.028730630874634,0.009948202408850193,apple,right
0.07110323756933212,0.16077540814876556,20.869277954101562,6,T1r,precise_6a_renoise,5.028730630874634,0.006451159715652466,apple,left
0.07838406413793564,0.12047860771417618,20.495107650756836,6,T1r,precise_6a_renoise,5.028730630874634,0.013068156316876411,apple,right
0.0659881979227066,0.1303415298461914,20.698577880859375,7,T1r,precise_6a_renoise,5.028730630874634,0.008127553388476372,apple,left
0.09426390379667282,0.1421136111021042,21.295969009399414,7,T1r,precise_6a_renoise,5.028730630874634,0.0158573966473341,apple,right
0.06895017623901367,0.1825246959924698,21.504230499267578,8,T1r,precise_6a_renoise,5.028730630874634,0.007362873759120703,apple,left
2.6555073261260986,0.11751653999090195,22.454011917114258,8,T1r,precise_6a_renoise,5.028730630874634,0.009590451605618,apple,right
0.05116517096757889,0.16054710745811462,19.652894973754883,9,T1r,precise_6a_renoise,5.028730630874634,0.014438378624618053,apple,left
0.28736889362335205,0.12086846679449081,22.143953323364258,9,T1r,precise_6a_renoise,5.028730630874634,0.008821815252304077,apple,right
0.1534309983253479,0.14372257888317108,19.719181060791016,0,S3,precise_6a_renoise,5.826395549272236,0.012157580815255642,apple,left
0.33629941940307617,0.14187467098236084,18.09358024597168,0,S3,precise_6a_renoise,5.826395549272236,0.02059515193104744,apple,right
0.16564075648784637,0.18530407547950745,18.58411979675293,1,S3,precise_6a_renoise,5.826395549272236,0.011185268871486187,apple,left
0.18005195260047913,0.1298128217458725,21.508760452270508,1,S3,precise_6a_renoise,5.826395549272236,0.008365239016711712,apple,right
0.2022913247346878,0.19116215407848358,18.495267868041992,2,S3,precise_6a_renoise,5.826395549272236,0.011047236621379852,apple,left
0.19605247676372528,0.12962070107460022,19.583852767944336,2,S3,precise_6a_renoise,5.826395549272236,0.014233216643333435,apple,right
0.17754371464252472,0.1639683097600937,18.570907592773438,3,S3,precise_6a_renoise,5.826395549272236,0.01422935165464878,apple,left
0.29203540086746216,0.16748039424419403,21.11469078063965,3,S3,precise_6a_renoise,5.826395549272236,0.009709014557301998,apple,right
0.13387367129325867,0.1290343850851059,19.425085067749023,4,S3,precise_6a_renoise,5.826395549272236,0.0145841334015131,apple,left
0.1674635410308838,0.14523418247699738,20.265100479125977,4,S3,precise_6a_renoise,5.826395549272236,0.012617602944374084,apple,right
0.0796930119395256,0.13788262009620667,21.236135482788086,5,S3,precise_6a_renoise,5.826395549272236,0.013950605876743793,apple,left
0.5242084264755249,0.10510816425085068,23.070152282714844,5,S3,precise_6a_renoise,5.826395549272236,0.011470775119960308,apple,right
0.20348837971687317,0.1639842838048935,19.59710693359375,6,S3,precise_6a_renoise,5.826395549272236,0.007311131339520216,apple,left
0.3147582709789276,0.12086093425750732,19.2645206451416,6,S3,precise_6a_renoise,5.826395549272236,0.015061313286423683,apple,right
0.08718293160200119,0.13330012559890747,19.860977172851562,7,S3,precise_6a_renoise,5.826395549272236,0.009076305665075779,apple,left
0.19572307169437408,0.1377539038658142,20.38963508605957,7,S3,precise_6a_renoise,5.826395549272236,0.017445240169763565,apple,right
